hostname,state,software,user_count,note_count,peer_count,discovered_at
tty0.social,up,mastodon,121,13138,17505,1667752422
baltic.social,up,mastodon,5,57,1956,1666952402
liberal.city,up,mastodon,36,23718,27099,1612578266
social-groups.ulysseus.eu,up,mastodon,21,175,0,1644634486
hub.gjdwebserver.nl,up,mastodon,2,48,4814,1667840013
quarium.xyz,up,mastodon,5,639,1494,1706098779
mastodon.conquestuniverse.com,up,mastodon,68,166,4107,1676707556
social.thms.uk,up,mastodon,1,4734,19198,1673293683
neuromatch.social,up,mastodon,1313,84342,23319,1669726348
antabaka.me,up,mastodon,38,15834,19939,1612578268
pub.ehrengruppe.de,up,mastodon,11,164,2238,1668255642
fantasyhockey.social,up,mastodon,6,4346,12,1675557750
social.winter.ink,up,mastodon,2,1649,10082,1613417111
rsngrtn.fyi,up,mastodon,2,416,2781,1669150353
mastodon.nervesocket.com,up,mastodon,6,2129,7977,1667477768
terror.black,up,mastodon,6,30291,14892,1675294114
lawfedi.blue,up,mastodon,6,9412,12404,1667760828
cock.social,up,mastodon,5,165,72641,1669290076
allamaraine.io,up,mastodon,3,1803,9599,1674611250
pieville.net,up,mastodon,777,293911,106225,1612578265
mastodon.cloudsecurityofficehours.com,up,mastodon,91,92,4154,1695429953
social.tmp1024.com,up,mastodon,1,119,3206,1716064067
ikamesuki.hostdon.ne.jp,up,mastodon,2,1737,94,1702955407
social.coabai.com,up,mastodon,7,745,4634,1700154816
mastodon.bawue.social,up,mastodon,37,6113,16913,1667761986
asbestosden.org,up,mastodon,1,421,4234,1673854542
mstdn-test.sublimer.me,up,mastodon,2,21,239,1688867982
sosial.nyheimen.no,up,mastodon,3,36,3897,1708511955
fedi.davewinter.social,up,mastodon,1,6,4224,1716486944
social.tacty.org,up,mastodon,1,20,4587,1704581413
talka.social,up,mastodon,3,13,3900,1680614742
exito.social,up,mastodon,9,123,4618,1700786883
miltackink.space,up,mastodon,8,36,7390,1672084969
mahalo.social,up,mastodon,4,135,4572,1693721227
anti-social.online,up,mastodon,51,5160,17263,1667871716
fd00.de,up,mastodon,3,1986,7176,1674419486
mt.abscue.de,up,mastodon,3,55,4931,1676889942
social.balpha.de,up,mastodon,1,890,14313,1667759428
mastodon.patchbox.i234.me,up,mastodon,1,5,539,1683705283
dri.masto.host,up,mastodon,1,299,6457,1687278553
seals.social,up,mastodon,4,32,2177,1706107421
social.sineware.ca,up,mastodon,10,286,14730,1667863737
mastodon.thesilentlink.org,up,mastodon,1,1,4136,1696989673
snabelen.no,up,mastodon,2508,184613,136904,1612578266
social.fennell.dev,up,mastodon,1,629,11274,1689965548
fedi.omada.cafe,up,mastodon,14,3271,9428,1680568744
moresci.sale,up,mastodon,756,566238,22129,1612578269
awawa.meo.ws,up,mastodon,10,401,19289,1668802947
bayerwald.social,up,mastodon,8,205,4533,1711911032
worst.computer,up,mastodon,1,97,7510,1671556931
systemli.social,up,mastodon,132,24824,18166,1667617921
mastodon.fsinf.at,up,mastodon,25,614,13029,1667464155
kobukobu.org,up,mastodon,1,4,3902,1670162424
somewhy.net,up,mastodon,7,1594,9648,1669003052
mastodon.sboots.ca,up,mastodon,1,6296,16023,1673262697
mastodon.rolandvanipenburg.com,up,mastodon,2,0,1,1719572793
masto.pepicrft.me,up,mastodon,1,146,5623,1717314162
barnes.social,up,mastodon,1,1378,6421,1676846438
social.goblfc.org,up,mastodon,2,199,1042,1668726298
energydon.fi,up,mastodon,13,4947,8744,1681403290
mastodon.infinitybeardesigns.com,up,mastodon,1,138,1283,1668904961
mstdn.nekogata.com,up,mastodon,1,388,377,1710245309
mstdn.ys217.tokyo,up,mastodon,2,221,866,1675628009
io.bennyp.org,up,mastodon,1,9,1255,1612579012
social.alt-text.org,up,mastodon,2,319,13782,1688754265
freie-re.de,up,mastodon,20,5249,12519,1682895788
tekkadon.manimani.cc,up,mastodon,29,40698,8117,1612578267
alliec.at,up,mastodon,1,36,1580,1690454563
mastodon.tcbailey.com,up,mastodon,1,25,6434,1668391738
zusammenkunft.net,up,mastodon,2,7168,16626,1668840577
dumbo.mad-scientists.net,up,mastodon,2,477,3018,1687855776
ellis.social,up,mastodon,95,1386,17927,1670372218
mastodon.chanchotec.com,up,mastodon,4,27,92,1705511465
mozilla.social,up,mastodon,1292,47371,25799,1674175817
mastodon.home.dnlm.de,up,mastodon,1,1,158,1676740864
anticapitalist.party,up,mastodon,1957,320520,54330,1612578267
ztechnical.net,up,mastodon,1,4,3112,1677923008
safareig.calbasi.net,up,mastodon,18,2114,6588,1668158807
cryptodon.lol,up,mastodon,3048,125797,22780,1667783067
beyonoyasashiisekai.hostdon.ne.jp,up,mastodon,26,319,64,1688666455
social.fz-juelich.de,up,mastodon,5,369,4810,1692692294
mastodon.three-weeks-later.com,up,mastodon,3,444,1,1708396971
galaxyrailway.link,up,mastodon,11,1588,3998,1707064310
social.ichor.work,up,mastodon,3,28,77,1688666456
procursus.social,up,mastodon,217,2170,11914,1674526954
weibo.social,up,mastodon,4,2,102,1717622389
social.likeadragonmaid.dev,up,mastodon,3,1944,4373,1710137225
thecanadian.social,up,mastodon,1141,244372,19111,1668045714
cthulhu.love,up,mastodon,5,3,1088,1658541464
social.mattarkin.com,up,mastodon,1,6,2950,1668959087
mastodon.yakka.art,up,mastodon,4,6,5662,1668800457
mastodon.knightpp.cc,up,mastodon,4,33,314,1719268992
nya.otter.sh,up,mastodon,2,11266,10353,1653669790
shiro.dog,up,mastodon,5,265,13326,1612578269
30d.org,up,mastodon,1,2,6607,1666939159
masto.nerdy-technician.social,up,mastodon,2,948,2546,1708420172
sonomaca.social,up,mastodon,5,55,2221,1699763438
entomophagy.world,up,mastodon,12,537,4664,1631440667
ku-kan-ya.hostdon.ne.jp,up,mastodon,3,1207,2649,1681555690
toot.8th.world,up,mastodon,3,68,2591,1668274628
mastodon.dragonbox.de,up,mastodon,12,5287,9597,1670195077
nuklear.family,up,mastodon,8,321,18653,1612578269
mastodon.chrisliebaer.de,up,mastodon,5,346,2919,1676799233
mstdn.vientos.live,up,mastodon,3,109,8128,1668801200
lehrerzimmer.social,up,mastodon,170,25667,9115,1667206438
libera.tokyo,up,mastodon,20,34395,9271,1612578270
cozy.chat,up,mastodon,7,58,8017,1675551802
mastodon.rkvl.org,up,mastodon,1,0,2903,1698410407
mastodon.kempkens.io,up,mastodon,1,318,13199,1669819277
mazanec.social,up,mastodon,6,464,12596,1670787544
mastodon.economiasocial.org,up,mastodon,61,5489,7666,1652789660
mastodon.fedi.zutto.fi,up,mastodon,1,14,981,1716435544
m.aardling.social,up,mastodon,2,311,527,1709736733
mastodon.radiant.social,up,mastodon,2,95,10348,1679897403
mastodon.jtl.vision,up,mastodon,5,241,3141,1651005894
orbsafe.masto.host,up,mastodon,4,6451,18479,1612578270
parfait.day,up,mastodon,870,257093,3922,1668352588
dumpster.social,up,mastodon,5,655,7666,1668154565
social.hackingand.coffee,up,mastodon,2,37,1590,1612578714
porpoise.social,up,mastodon,2,31,3348,1671203509
social.slat.org,up,mastodon,1267,23006,19309,1612578268
gore.pet,up,mastodon,1,46,556,1711932114
sluta.st,up,mastodon,3,0,3212,1713398357
wien.rocks,up,mastodon,4318,242926,21467,1620986504
mastodon.bstly.de,up,mastodon,14,334,6162,1647636426
wetshaving.social,up,mastodon,62,3974,7602,1669645315
mst.small.cloud,up,mastodon,1,39,3786,1682733234
post.rodeo,up,mastodon,17,334,8085,1671107487
bikesare.cool,up,mastodon,12,254,7881,1667766092
satanodon.com,up,mastodon,81,5789,17492,1671719910
social.tangoz.de,up,mastodon,2,0,457,1667886933
solarcene.community,up,mastodon,13,5627,6601,1695757931
cheeseburger.social,up,mastodon,71,12794,203466,1654914857
mstdn.in.th,up,mastodon,1388,72345,12755,1669407956
mastodon.hausofhomeaux.ca,up,mastodon,1,488,9118,1704468867
todon.nl,up,mastodon,3375,1467964,37929,1612578267
mastodon.soregashi.me,up,mastodon,1,70,9012,1702828944
social.lightlyseared.online,up,mastodon,1,4135,13176,1652022280
mastodon.tgjb.org,up,mastodon,3,26,2411,1692962404
mastodon.lys.ee,up,mastodon,1,26,1477,1689361411
eozygodon.com,up,mastodon,7,2849,87309,1668382751
real-escape.jp,up,mastodon,31,14246,15424,1612578267
m.brokep.com,up,mastodon,1,212,3455,1624542567
mastodon.africa,up,mastodon,282,37117,22374,1667835861
social.computational.beauty,up,mastodon,2,1,2013,1682504427
pixelig.social,up,mastodon,6,6770,12819,1675605487
mastodon.libretic.fr,up,mastodon,16,422,5559,1653818594
hydaelyn.coerthansnowstorm.online,up,mastodon,6,4305,13595,1668113707
education.masto.host,up,mastodon,3,15,40,1675163086
mstd.seungjin.net,up,mastodon,8,22791,11852,1674503056
mastodon.cross.net.uk,up,mastodon,1,488,9211,1663956858
ehr.scot,up,mastodon,17,823,10123,1667948774
mastodon.kenpo.social,up,mastodon,1,11,173,1677867011
7rg.de,up,mastodon,1,1,414,1612578346
strangeplace.me,up,mastodon,10,8509,13479,1669176764
really.sleepytealcoder.com,up,mastodon,3,116,5753,1696683351
mastodon.runninginthenight.com,up,mastodon,2,66,4199,1617291353
devellight.space,up,mastodon,2,8,3077,1716327912
rethinkplaces.social,up,mastodon,5,56,4624,1668785052
social.klaps.me,up,mastodon,2,37,4584,1667993722
friendzone.social,up,mastodon,7,368,5981,1612578349
zikin.us,up,mastodon,2,1,762,1675784607
mastodon.hansup.be,up,mastodon,1,405,7685,1669882983
mastodon.oconnellamethyst.com,up,mastodon,2,24,4571,1671692607
pxlmo.net,up,mastodon,14,657,7041,1666696060
ordinary.cafe,up,mastodon,8,4140,15518,1669391502
mastodon.theultraworld.org,up,mastodon,4,522,3783,1668270800
fedist.me,up,mastodon,4,167,3011,1710587184
social.infoteddy.info,up,mastodon,2,3,13,1710699638
glasgow.social,up,mastodon,14820,223687,30230,1612578268
mastodon.kingant.net,up,mastodon,1,164,1085,1673199050
smallposts.net,up,mastodon,1,54,5460,1651104049
social.hnnng.space,up,mastodon,1,783,3361,1704298921
q8masto.social,up,mastodon,1,1,15,1672535695
mastodon.3dgo.net,up,mastodon,4,28,7037,1669000886
bildung.social,up,mastodon,2996,347756,35323,1612578268
sofa.rosetree.de,up,mastodon,16,588,10,1670960308
social.zaaltek.net,up,mastodon,1,385,7436,1672127027
mastodon.calciumsigma.com,up,mastodon,11,55,165710,1671614120
sv1.in-deep.blue,up,mastodon,4,4541,9720,1669812887
social.vaguelydamp.com,up,mastodon,9,47,4085,1695318829
social.niso.org,up,mastodon,3,525,4243,1672359682
deff.no,up,mastodon,11,174,8247,1667960864
social.brianmorrison.com,up,mastodon,1,105,6729,1671828853
contenttechtodon.org,up,mastodon,20,1414,11574,1667236647
mastodon.accelsukiru.de,up,mastodon,2,0,1,1690215811
kolektiva.social,up,mastodon,37967,2777253,53525,1612578270
social.hodos.ro,up,mastodon,1,42,6759,1687293983
openstringshow.com,up,mastodon,7,6414,3709,1696443826
social.juliestbagel.me,up,mastodon,12,147,1950,1688853000
mastodon.xylonx.com,up,mastodon,2,120,3,1647379449
prognesubis.net,up,mastodon,1,0,3094,1676915180
lgbtqia.space,up,mastodon,1315,268506,30044,1667691316
gultsch.social,up,mastodon,1,141,9321,1667044068
toot.d.sb,up,mastodon,1,194,9946,1667640894
social.whytheyfight.com,up,mastodon,6,357,4605,1612578441
m.danq.me,up,mastodon,3,1645,12705,1612579253
m.pufferzone.racing,up,mastodon,1,92,5201,1675064666
mstdn-social.com,up,mastodon,3,395,15030,1679547226
mastodon.moeyy.cn,up,mastodon,1,16,1415,1695318306
nunu.fedicity.net,up,mastodon,2,718,6084,1703652015
rubberdr.one,up,mastodon,6,199,4341,1612578348
social.cbeck.dev,up,mastodon,1,1,721,1672953928
zurich-mastodon.ch,up,mastodon,5,112,593,1669113764
social.1xx.io,up,mastodon,2,117,2797,1697053925
astrian.social,up,mastodon,6,5148,7168,1675164137
bigballchunkyverse.online,up,mastodon,24,3640,3239,1668013244
mastodon.diegopeinador.com,up,mastodon,1,59,6980,1669164413
warhammer.social,up,mastodon,990,80559,22314,1667616912
u2.social,up,mastodon,4,18,96949,1667173719
social.mjohnson.tech,up,mastodon,14,56,2157,1667725283
chat.qca.net,up,mastodon,2,15,1778,1670041300
m.undreaming.org,up,mastodon,1,2,1309,1704340101
mastodon.cloud,up,mastodon,274690,5666981,53983,1612578270
quasselkopf.de,up,mastodon,4,3854,20801,1612578389
m6n.onsen.tech,up,mastodon,322,60348,11797,1612578270
hci.social,up,mastodon,2561,125512,26770,1651593490
social.dargan.uk,up,mastodon,1,96,2033,1717689048
senpainoticedme.moe,up,mastodon,2,32,26,1668450715
dungeons.social,up,mastodon,6,145,7576,1651614496
toots.n7.gg,up,mastodon,2,617,6538,1652480999
social.algathia.fr,up,mastodon,1,23,12557,1688573039
social.modimido.tech,up,mastodon,5,122,35,1692455734
wlife.masto.host,up,mastodon,2,556,1023,1716814258
wp-social.net,up,mastodon,241,13452,16150,1612578269
mastodon.zombor.net,up,mastodon,6,14,175946,1612581232
soc.oyasai-jct.net,up,mastodon,1,40,143,1688332848
mxin.org,up,mastodon,6,63,1385,1612578270
mstdn.nial.to,up,mastodon,4,2,2175,1667470725
t00t.cloud,up,mastodon,1,1791,12155,1676531296
perfumefan.jp,up,mastodon,18,72024,2872,1671340705
thomashaley.social,up,mastodon,1,30,4577,1667944274
carhenge.club,up,mastodon,38,9361,15359,1668042229
social.abolivier.bzh,up,mastodon,1,483,7347,1701459666
social.as743.org,up,mastodon,2,0,8376,1706306926
mastodon.iftas.org,up,mastodon,5,562,13756,1683138477
kenryo-mastodon.f5.si,up,mastodon,4,59,16,1704172312
hucnet.ch,up,mastodon,2,12,5049,1687979506
social.mondoweiss.net,up,mastodon,2,2819,15888,1684793343
uuu.moe,up,mastodon,3,293,4211,1690041087
social.safran.agency,up,mastodon,1,0,12,1719325409
social.pupsplus.fans,up,mastodon,5,166,4379,1689015156
nojack.easydns.ca,up,mastodon,6948,20457,24401,1612578267
superawesomeclub.vip,up,mastodon,7,35,3996,1612578269
jb.md,up,mastodon,2,48095,14001,1671595849
giveupalready.com,up,mastodon,1,64,6348,1670350161
social.team-unix.de,up,mastodon,2,72,10721,1668726574
alentours.cc,up,mastodon,5,740,10594,1668105171
guerrill.art,up,mastodon,7,42,9907,1657796601
digitalcourage.social,up,mastodon,2875,653550,23006,1612578271
tunahan.social,up,mastodon,1,121,13428,1668839235
k67.club,up,mastodon,5,207,7069,1670345216
mstdn.rinsuki.net,up,mastodon,16,57920,12696,1612578266
angrygayunicorn.com,up,mastodon,3,10,,1714382929
varwest.fr,up,mastodon,4,133,4123,1667733358
social.radon.rocks,up,mastodon,1,2221,5530,1682864458
social.lein.us,up,mastodon,4,788,9406,1682296368
social.iwascoding.com,up,mastodon,4,935,5817,1671221773
social.medienzentrum.rocks,up,mastodon,13,130,4369,1688088503
procrastination.space,up,mastodon,2,0,966,1714154435
mastodon.zunda.ninja,up,mastodon,1,133390,19318,1612578269
fedi.wersdoerfer.de,up,mastodon,3,612,9968,1669157208
india.goonj.xyz,up,mastodon,273,29935,9653,1657390674
gs.leftic.club,up,mastodon,66,84323,16758,1615671527
geekprojects.com,up,mastodon,4,5691,2232,1667997873
karlsoderstrom.social,up,mastodon,1,34,103357,1670942829
raspidon.mamemo.online,up,mastodon,51,135363,8011,1612578266
kamu.social,up,mastodon,85,20361,20925,1667230653
mastodon.bot,up,mastodon,142,273838,7103,1678810646
osakanacreate.com,up,mastodon,1,79,689,1675510642
oour.org,up,mastodon,7,892,14015,1634104472
sciences.social,up,mastodon,4536,185924,30050,1667197941
ykzts.technology,up,mastodon,1,1462,11014,1612578269
toot.gemeinschaffen.com,up,mastodon,20,208,6148,1669910330
mastodon.saltwater.blue,up,mastodon,3,4,3338,1668905123
flipscreen.social,up,mastodon,19,3824,67256,1668743615
jaxbeach.social,up,mastodon,814,597,10895,1669209225
pikopiko.party,up,mastodon,2,37,1505,1674528011
mstdn.res.ac,up,mastodon,115,147210,10865,1612578265
stdx.social,up,mastodon,3,0,2006,1670800457
mainburg.hallertau.social,up,mastodon,5,3353,14519,1612578269
apocalypse.net,up,mastodon,2,72,3229,1669008016
mastodon.redwoods.dev,up,mastodon,3,4,720,1679294993
social.alexdobin.com,up,mastodon,1,31,9378,1669615222
ibiocephalus.hostdon.ne.jp,up,mastodon,3,224,862,1675688308
mast.2enp.cc,up,mastodon,7,438,6942,1690587732
pug.ninja,up,mastodon,3,7788,12119,1676048282
social.duclaria.com,up,mastodon,4,446,4022,1691540815
calamity.masto.host,up,mastodon,30,589,4749,1612578266
mstdn.cbult.space,up,mastodon,1,185,517,1695318327
mastodon.sawdustistan.org,up,mastodon,1,0,2722,1715854307
weirdo.network,up,mastodon,147,20514,20964,1671412429
supernatural.fans,up,mastodon,93,18065,17027,1668833104
mstdn.tokyocameraclub.com,up,mastodon,10348,135762,13997,1612578270
bcom.moe,up,mastodon,46,1073,17211,1615907088
melb.social,up,mastodon,17,2653,19667,1612578267
sosialist.party,up,mastodon,10,1750,13074,1668842769
darkpenguin.social,up,mastodon,2,8,1447,1672851294
mastodon.bachgau.social,up,mastodon,484,5471,12608,1625731259
mastodon.douvk.co.uk,up,mastodon,21,87073,8459,1668856405
undefined.social,up,mastodon,36,4878,14859,1668623220
psych.hostdon.ne.jp,up,mastodon,2,4,3,1668904971
social.targaryen.house,up,mastodon,3781,109397,31612,1612578269
cedwardsmedia.social,up,mastodon,1,6,1301,1673927779
mastodon.vsos.ethz.ch,up,mastodon,2,4,553,1719081403
tentacle.social,up,mastodon,6,488,4908,1612578266
mastodon.grimerica.ca,up,mastodon,467,4238,7403,1612578267
social.myconan.net,up,mastodon,2,1190,4729,1612578266
mastodon.becking.saarland,up,mastodon,1,17,3706,1668414000
brignell.co,up,mastodon,4,1234,9479,1612578268
social.dragonsare.gay,up,mastodon,2,55,8910,1668198400
girllich.link,up,mastodon,1,11,2707,1615076627
greenfrog.life,up,mastodon,3,1,2204,1712750879
solarsystem.social,up,mastodon,16,464,11752,1682242375
mastodon.iosdevhappyhour.com,up,mastodon,1,125,2060,1680171605
punkland.masto.host,up,mastodon,1,81,6182,1692859450
backend-staging.newsmast.org,up,mastodon,254,-829,12340,1689169404
mst.csoundc.info,up,mastodon,1,11,14,1691635489
writ.live,up,mastodon,2,155,7451,1669091333
tjakosquad.nl,up,mastodon,4,17,1182,1677279039
toot.li,up,mastodon,5,464,4446,1612579013
mastodon.kvecchione.com,up,mastodon,1,5,1745,1670422198
social.moment.at,up,mastodon,94,1759,9035,1669223254
solderma.sk,up,mastodon,4,21,1307,1706959655
m.selden.page,up,mastodon,6,513,13374,1669763101
vipper.party,up,mastodon,13,145,4211,1670838573
pdx.land,up,mastodon,4,552,5496,1677384324
fashionviz.xyz,up,mastodon,2,221,13151,1667805195
mtd.bashell.com,up,mastodon,1,1750,5380,1668628391
giesing.space,up,mastodon,1,151,1016,1680358301
pub.frostillic.us,up,mastodon,4,2498,9288,1667863736
social.adamwolf.org,up,mastodon,1,51,8423,1668808199
russiaukraine.world,up,mastodon,56,1681,14755,1667654134
tarasupadon.com,up,mastodon,7,62670,13458,1659165450
social.ifthenel.se,up,mastodon,2,920,6878,1696965580
toot.rhizome.red,up,mastodon,3,14,3011,1675454022
social.tulsa.ok.us,up,mastodon,86,51300,20861,1612578270
mastodon.samfira.com,up,mastodon,5,1072,12497,1667809489
m.efg-ober-ramstadt.de,up,mastodon,3,1382,6446,1693070059
hutte.macskatze.art,up,mastodon,1,422,29,1699775935
csu.coffee,up,mastodon,1,15,31,1688375395
nyan.lol,up,mastodon,11,2517,14628,1612578387
twogate.social,up,mastodon,8,433,3,1693993698
masto.astrra.space,up,mastodon,35,2939,91202,1666989244
troet.burg-halle.de,up,mastodon,16,571,7192,1668107921
social.wh64.net,up,mastodon,27,479,60,1718352673
duk.space,up,mastodon,195,27547,9278,1612578269
final-quartet.com,up,mastodon,5,2738,1,1714893917
gamerplus.org,up,mastodon,7,524,5606,1686784336
toot.phseiff.com,up,mastodon,2,14760,13636,1612578386
social.dryan.com,up,mastodon,5,933,10588,1667023084
activitypub.academy,up,mastodon,8,15,4407,1683255292
rodina-sucha.cz,up,mastodon,1,3022,12689,1612578266
m.abyss.moe,up,mastodon,1,16,87,1701467807
sgb075.fedicity.net,up,mastodon,1,0,14,1719268570
physik.cool,up,mastodon,3,117,6154,1668904975
emilcar.social,up,mastodon,7,597,5441,1699530364
mastodon.nuage-libre.fr,up,mastodon,1,3,620,1681214531
social.keiths-place.com,up,mastodon,4,537,14442,1676162144
planet.moe,up,mastodon,26067,7943671,22905,1612578269
abshoff.social,up,mastodon,1,248,8143,1667693091
mastodon.ste.no,up,mastodon,4,1154,10154,1668408848
varmint.town,up,mastodon,3,1718,17861,1669183705
devsociety.eu,up,mastodon,2,9,6823,1667700513
kcmo.social,up,mastodon,273,133237,21837,1612578268
m.barcelo.ynh.fr,up,mastodon,3,1225,2751,1700700360
fidelis.social,up,mastodon,29,5999,14260,1672432256
73-110.pl,up,mastodon,11,175,3648,1704797437
finndom.space,up,mastodon,6,143,4279,1674573952
amicale.net,up,mastodon,50,615318,21038,1612578269
noxon.cc,up,mastodon,2,2804,16124,1675122994
burma.social,up,mastodon,1458,7082,12084,1675634484
minohdon.jp,up,mastodon,231,113642,18781,1612578270
social.griesser.me,up,mastodon,2,79,8033,1668814098
mastodon.archive.org,up,mastodon,40,76896,18518,1668132054
mastodon.randomcat.org,up,mastodon,1,170,9204,1666847649
mstdn.klamath.jp,up,mastodon,13,39979,10442,1612578266
